"Id","sales0","sales1","sales2","sales3","sales4","country","State","CouSub","countyname","storecode","Areaname","countytownname","population","state_alpha","store_Type","store"
2803199999,620,422,510,914,1079,31,28,99999,"Covington County","NCNTY28031N28031","Covington County, MS","Covington County",19568,"MS","Supermarket Type1",0
4400542400,944,686,773,1176,1407,5,44,42400,"Newport County","METRO39300M39300","Providence-Fall River, RI-MA HUD Metro FMR Area","Little Compton town",3492,"RI","Supermarket Type2",1
2912799999,604,360,446,753,942,127,29,99999,"Marion County","NCNTY29127N29127","Marion County, MO","Marion County",28781,"MO","Supermarket Type1",0
2502340850,1133,862,867,1446,1531,23,25,40850,"Plymouth County","METRO14460MM1200","Brockton, MA HUD Metro FMR Area","Middleborough town",23116,"MA","Supermarket Type1",1
2300735625,709,573,598,883,1256,7,23,35625,"Franklin County","NCNTY23007N23007","Franklin County, ME","Jay town",4851,"ME","Supermarket Type1",0
5002581400,972,648,729,1185,1493,25,50,81400,"Windham County","NCNTY50025N50025","Windham County, VT","Westminster town",3178,"VT","Supermarket Type1",0
1206799999,643,519,533,801,905,67,12,99999,"Lafayette County","NCNTY12067N12067","Lafayette County, FL","Lafayette County",8870,"FL","Supermarket Type1",0
1713999999,631,419,532,885,922,139,17,99999,"Moultrie County","NCNTY17139N17139","Moultrie County, IL","Moultrie County",14846,"IL","Supermarket Type1",0
4505799999,608,479,482,837,896,57,45,99999,"Lancaster County","NCNTY45057N45057","Lancaster County, SC","Lancaster County",76652,"SC","Supermarket Type1",0
1707599999,631,467,470,872,1006,75,17,99999,"Iroquois County","NCNTY17075N17075","Iroquois County, IL","Iroquois County",29718,"IL","Supermarket Type3",0
1204599999,702,567,592,1034,1038,45,12,99999,"Gulf County","NCNTY12045N12045","Gulf County, FL","Gulf County",15863,"FL","Grocery Store",0
5000976562,715,547,603,890,1144,9,50,76562,"Essex County","NCNTY50009N50009","Essex County, VT","Warren's gore",4,"VT","Supermarket Type1",0
3301524660,1064,718,837,1458,1521,15,33,24660,"Rockingham County","METRO14460MM6450","Portsmouth-Rochester, NH HUD Metro FMR Area","Epping town",6411,"NH","Supermarket Type2",1
4608999999,640,468,473,883,886,89,46,99999,"McPherson County","NCNTY46089N46089","McPherson County, SD","McPherson County",2459,"SD","Supermarket Type1",0
3904799999,707,519,523,881,1044,47,39,99999,"Fayette County","NCNTY39047N39047","Fayette County, OH","Fayette County",29030,"OH","Supermarket Type1",0
3902999999,645,411,500,854,935,29,39,99999,"Columbiana County","NCNTY39029N39029","Columbiana County, OH","Columbiana County",107841,"OH","Supermarket Type1",1
2206199999,742,599,603,1029,1314,61,22,99999,"Lincoln Parish","NCNTY22061N22061","Lincoln Parish, LA","Lincoln Parish",46735,"LA","Supermarket Type2",0
5002376975,983,788,793,1247,1560,23,50,76975,"Washington County","NCNTY50023N50023","Washington County, VT","Waterbury town",5064,"VT","Supermarket Type1",0
1813999999,643,419,475,826,859,139,18,99999,"Rush County","NCNTY18139N18139","Rush County, IN","Rush County",17392,"IN","Supermarket Type3",0
1711199999,1093,812,922,1393,1624,111,17,99999,"McHenry County","METRO16980M16980","Chicago-Joliet-Naperville, IL HUD Metro FMR Area","McHenry County",308760,"IL","Supermarket Type3",1
3200399999,969,630,787,1428,1695,3,32,99999,"Clark County","METRO29820M29820","Las Vegas-Paradise, NV MSA","Clark County",1951269,"NV","Grocery Store",1
2901999999,710,537,551,1039,1256,19,29,99999,"Boone County","METRO17860M17860","Columbia, MO MSA","Boone County",162642,"MO","Supermarket Type1",1
1708999999,1093,812,922,1393,1624,89,17,99999,"Kane County","METRO16980M16980","Chicago-Joliet-Naperville, IL HUD Metro FMR Area","Kane County",515269,"IL","Supermarket Type1",1
4011799999,623,393,525,781,1030,117,40,99999,"Pawnee County","METRO46140N40117","Pawnee County, OK HUD Metro FMR Area","Pawnee County",16577,"OK","Supermarket Type1",1
2801399999,620,369,466,875,1066,13,28,99999,"Calhoun County","NCNTY28013N28013","Calhoun County, MS","Calhoun County",14962,"MS","Supermarket Type3",1
5402599999,708,496,597,882,1170,25,54,99999,"Greenbrier County","NCNTY54025N54025","Greenbrier County, WV","Greenbrier County",35480,"WV","Supermarket Type1",1
2301957045,666,448,562,932,1077,19,23,57045,"Penobscot County","METRO12620N23019","Penobscot County, ME (part) HUD Metro FMR Area","Passadumkeag town",374,"ME","Supermarket Type1",1
3803399999,600,485,506,836,839,33,38,99999,"Golden Valley County","NCNTY38033N38033","Golden Valley County, ND","Golden Valley County",1680,"ND","Supermarket Type2",0
2907799999,654,441,485,963,967,77,29,99999,"Greene County","METRO44180M44180","Springfield, MO HUD Metro FMR Area","Greene County",275174,"MO","Supermarket Type1",1
2501576380,924,616,739,1154,1314,15,25,76380,"Hampshire County","METRO44140M44140","Springfield, MA HUD Metro FMR Area","Westhampton town",1607,"MA","Supermarket Type1",1
3301517940,1168,798,910,1455,1561,15,33,17940,"Rockingham County","METRO14460MM4160","Lawrence, MA-NH HUD Metro FMR Area","Derry town",33109,"NH","Supermarket Type1",1
5508999999,896,579,713,1143,1236,89,55,99999,"Ozaukee County","METRO33340M33340","Milwaukee-Waukesha-West Allis, WI MSA","Ozaukee County",86395,"WI","Grocery Store",1
5114999999,993,797,838,1306,1582,149,51,99999,"Prince George County","METRO40060M40060","Richmond, VA HUD Metro FMR Area","Prince George County",35725,"VA","Supermarket Type3",1
5163099999,1458,1167,1230,1951,2451,630,51,99999,"Fredericksburg city","METRO47900M47900","Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area","Fredericksburg city",24286,"VA","Grocery Store",1
1802199999,678,403,501,844,991,21,18,99999,"Clay County","METRO45460M45460","Terre Haute, IN HUD Metro FMR Area","Clay County",26890,"IN","Supermarket Type1",1
2601199999,643,485,526,920,1139,11,26,99999,"Arenac County","NCNTY26011N26011","Arenac County, MI","Arenac County",15899,"MI","Supermarket Type1",0
4400754640,944,686,773,1176,1407,7,44,54640,"Providence County","METRO39300M39300","Providence-Fall River, RI-MA HUD Metro FMR Area","Pawtucket city",71148,"RI","Supermarket Type1",1
4604199999,640,468,473,890,902,41,46,99999,"Dewey County","NCNTY46041N46041","Dewey County, SD","Dewey County",5301,"SD","Supermarket Type1",0
2303170030,1132,786,860,1527,1533,31,23,70030,"York County","METRO38860MM6450","York-Kittery-South Berwick, ME HUD Metro FMR Area","South Berwick town",7220,"ME","Supermarket Type1",1
1704599999,631,467,470,868,1118,45,17,99999,"Edgar County","NCNTY17045N17045","Edgar County, IL","Edgar County",18576,"IL","Supermarket Type1",0
5501599999,692,412,538,1020,1080,15,55,99999,"Calumet County","METRO11540M11540","Appleton, WI MSA","Calumet County",48971,"WI","Grocery Store",1
2206999999,681,550,574,906,921,69,22,99999,"Natchitoches Parish","NCNTY22069N22069","Natchitoches Parish, LA","Natchitoches Parish",39566,"LA","Supermarket Type1",0
3116799999,607,409,449,894,978,167,31,99999,"Stanton County","NCNTY31167N31167","Stanton County, NE","Stanton County",6129,"NE","Supermarket Type1",0
2300980040,848,588,666,1116,1133,9,23,80040,"Hancock County","NCNTY23009N23009","Hancock County, ME","Waltham town",353,"ME","Supermarket Type1",0
4605599999,695,508,515,1024,1028,55,46,99999,"Haakon County","NCNTY46055N46055","Haakon County, SD","Haakon County",1937,"SD","Supermarket Type1",0
7803099999,1052,684,817,1303,1362,30,78,99999,"St. Thomas","NCNTY78923N78923","St. John/St. Thomas, VI","St. Thomas",51181,"VI","Supermarket Type1",0
4850599999,643,455,475,801,933,505,48,99999,"Zapata County","NCNTY48505N48505","Zapata County, TX","Zapata County",14018,"TX","Supermarket Type1",1
4610999999,640,468,536,893,897,109,46,99999,"Roberts County","NCNTY46109N46109","Roberts County, SD","Roberts County",10149,"SD","Supermarket Type1",0
2500522130,844,673,712,1051,1128,5,25,22130,"Bristol County","METRO39300MM5400","New Bedford, MA HUD Metro FMR Area","Fairhaven town",15873,"MA","Grocery Store",1
2300140770,772,499,591,973,1033,1,23,40770,"Androscoggin County","METRO30340M30340","Lewiston-Auburn, ME MSA","Livermore Falls town",3187,"ME","Supermarket Type1",1
3902799999,662,448,489,865,1032,27,39,99999,"Clinton County","NCNTY39027N39027","Clinton County, OH","Clinton County",42040,"OH","Supermarket Type1",1
3300908660,1213,943,965,1523,1693,9,33,8660,"Grafton County","NCNTY33009N33009","Grafton County, NH","Campton town",3333,"NH","Supermarket Type1",0
2303114485,917,627,724,1245,1289,31,23,14485,"York County","METRO38860N23031","York County, ME (part) HUD Metro FMR Area","Cornish town",1403,"ME","Supermarket Type1",1
7202399999,425,335,354,599,718,23,72,99999,"Cabo Rojo Municipio","METRO41900M41900","San Germán-Cabo Rojo, PR MSA","Cabo Rojo Municipio",50917,"PR","Supermarket Type1",1
2600599999,713,576,586,927,964,5,26,99999,"Allegan County","NCNTY26005N26005","Allegan County, MI","Allegan County",111408,"MI","Grocery Store",0
4841399999,643,455,475,801,933,413,48,99999,"Schleicher County","NCNTY48413N48413","Schleicher County, TX","Schleicher County",3461,"TX","Grocery Store",0
3301900260,998,718,819,1352,1375,19,33,260,"Sullivan County","NCNTY33019N33019","Sullivan County, NH","Acworth town",891,"NH","Supermarket Type1",0
4101599999,805,519,595,1184,1235,15,41,99999,"Curry County","NCNTY41015N41015","Curry County, OR","Curry County",22364,"OR","Grocery Store",0
2714799999,734,437,576,1012,1300,147,27,99999,"Steele County","NCNTY27147N27147","Steele County, MN","Steele County",36576,"MN","Supermarket Type1",0
3300907700,1213,943,965,1523,1693,9,33,7700,"Grafton County","NCNTY33009N33009","Grafton County, NH","Bristol town",3054,"NH","Supermarket Type1",0
2402799999,1232,833,985,1574,1713,27,24,99999,"Howard County (ex. Columbia City)","METRO12580M12580","Baltimore-Towson, MD HUD Metro FMR Area","Howard County (ex. Columbia City)",287085,"MD","Supermarket Type1",1
1207199999,896,703,707,1216,1251,71,12,99999,"Lee County","METRO15980M15980","Cape Coral-Fort Myers, FL MSA","Lee County",618754,"FL","Supermarket Type1",1
1100199999,1458,1167,1230,1951,2451,1,11,99999,"District of Columbia","METRO47900M47900","Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area","District of Columbia",601723,"DC","Supermarket Type1",1
1200799999,643,519,542,948,951,7,12,99999,"Bradford County","NCNTY12007N12007","Bradford County, FL","Bradford County",28520,"FL","Supermarket Type1",1
3110799999,607,409,512,894,1075,107,31,99999,"Knox County","NCNTY31107N31107","Knox County, NE","Knox County",8701,"NE","Supermarket Type2",0
3301131540,924,724,767,1154,1322,11,33,31540,"Hillsborough County","METRO31700N33011","Hillsborough County, NH (part) HUD Metro FMR Area","Greenfield town",1749,"NH","Supermarket Type3",1
3002399999,643,469,542,948,1104,23,30,99999,"Deer Lodge County","NCNTY30023N30023","Deer Lodge County, MT","Deer Lodge County",9298,"MT","Supermarket Type1",1
4400322240,944,686,773,1176,1407,3,44,22240,"Kent County","METRO39300M39300","Providence-Fall River, RI-MA HUD Metro FMR Area","East Greenwich town",13146,"RI","Supermarket Type2",0
2502773090,816,531,688,1058,1445,27,25,73090,"Worcester County","METRO49340N25027","Western Worcester County, MA HUD Metro FMR Area","Warren town",5135,"MA","Supermarket Type1",0
804599999,1061,779,784,1326,1879,45,8,99999,"Garfield County","NCNTY08045N08045","Garfield County, CO","Garfield County",56389,"CO","Supermarket Type1",0
3808599999,600,477,480,827,830,85,38,99999,"Sioux County","NCNTY38085N38085","Sioux County, ND","Sioux County",4153,"ND","Supermarket Type2",0
2800199999,661,450,558,867,1118,1,28,99999,"Adams County","NCNTY28001N28001","Adams County, MS","Adams County",32297,"MS","Supermarket Type1",0
900537280,1030,790,802,1305,1548,5,9,37280,"Litchfield County","NCNTY09005N09005","Litchfield County, CT","Harwinton town",5642,"CT","Supermarket Type1",0
2109999999,558,410,412,695,746,99,21,99999,"Hart County","NCNTY21099N21099","Hart County, KY","Hart County",18199,"KY","Supermarket Type1",0
5172099999,643,519,542,801,1017,720,51,99999,"Norton city","NCNTY51195N51195","Wise County-Norton city, VA HUD Nonmetro FMR Area","Norton city",3958,"VA","Supermarket Type1",0
1306399999,916,708,773,1213,1474,63,13,99999,"Clayton County","METRO12060M12060","Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area","Clayton County",259424,"GA","Supermarket Type1",1
3105799999,607,409,449,756,830,57,31,99999,"Dundy County","NCNTY31057N31057","Dundy County, NE","Dundy County",2008,"NE","Supermarket Type1",0
2500545000,844,673,712,1051,1128,5,25,45000,"Bristol County","METRO39300MM5400","New Bedford, MA HUD Metro FMR Area","New Bedford city",95072,"MA","Supermarket Type2",1
2917599999,635,378,474,791,1125,175,29,99999,"Randolph County","NCNTY29175N29175","Randolph County, MO","Randolph County",25414,"MO","Supermarket Type3",0
2019999999,634,412,471,790,922,199,20,99999,"Wallace County","NCNTY20199N20199","Wallace County, KS","Wallace County",1485,"KS","Supermarket Type1",1
2116999999,576,423,426,717,807,169,21,99999,"Metcalfe County","NCNTY21169N21169","Metcalfe County, KY","Metcalfe County",10099,"KY","Supermarket Type1",1
4610399999,794,503,594,1072,1406,103,46,99999,"Pennington County","METRO39660M39660","Rapid City, SD HUD Metro FMR Area","Pennington County",100948,"SD","Supermarket Type1",1
1914799999,593,402,498,874,1050,147,19,99999,"Palo Alto County","NCNTY19147N19147","Palo Alto County, IA","Palo Alto County",9421,"IA","Supermarket Type1",1
5410999999,628,491,496,782,1112,109,54,99999,"Wyoming County","NCNTY54109N54109","Wyoming County, WV","Wyoming County",23796,"WV","Supermarket Type1",0
2900999999,604,391,509,780,807,9,29,99999,"Barry County","NCNTY29009N29009","Barry County, MO","Barry County",35597,"MO","Supermarket Type1",0
1812599999,643,419,542,948,1069,125,18,99999,"Pike County","NCNTY18125N18125","Pike County, IN","Pike County",12845,"IN","Grocery Store",0
5106199999,1458,1167,1230,1951,2451,61,51,99999,"Fauquier County","METRO47900M47900","Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area","Fauquier County",65203,"VA","Grocery Store",1
501999999,584,440,443,774,780,19,5,99999,"Clark County","NCNTY05019N05019","Clark County, AR","Clark County",22995,"AR","Supermarket Type1",0
2809199999,620,422,488,772,841,91,28,99999,"Marion County","NCNTY28091N28091","Marion County, MS","Marion County",27088,"MS","Supermarket Type1",0
5601399999,712,516,526,967,971,13,56,99999,"Fremont County","NCNTY56013N56013","Fremont County, WY","Fremont County",40123,"WY","Grocery Store",0
5115399999,1458,1167,1230,1951,2451,153,51,99999,"Prince William County","METRO47900M47900","Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area","Prince William County",402002,"VA","Supermarket Type1",1
800999999,643,519,542,948,987,9,8,99999,"Baca County","NCNTY08009N08009","Baca County, CO","Baca County",3788,"CO","Supermarket Type1",0
2301315125,922,743,748,1182,1232,13,23,15125,"Knox County","NCNTY23013N23013","Knox County, ME","Criehaven UT",1,"ME","Grocery Store",0
900304300,1144,732,918,1425,1655,3,9,4300,"Hartford County","METRO25540M25540","Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area","Berlin town",19866,"CT","Supermarket Type1",1
1913799999,593,435,438,863,866,137,19,99999,"Montgomery County","NCNTY19137N19137","Montgomery County, IA","Montgomery County",10740,"IA","Supermarket Type2",0
5002147425,904,647,713,1126,1373,21,50,47425,"Rutland County","NCNTY50021N50021","Rutland County, VT","Mount Tabor town",255,"VT","Grocery Store",0
4013799999,623,439,460,872,1103,137,40,99999,"Stephens County","NCNTY40137N40137","Stephens County, OK","Stephens County",45048,"OK","Supermarket Type1",0
3704399999,632,511,533,931,1119,43,37,99999,"Clay County","NCNTY37043N37043","Clay County, NC","Clay County",10587,"NC","Supermarket Type2",1
7201199999,530,420,443,683,725,11,72,99999,"Añasco Municipio","METRO10380M10380","Aguadilla-Isabela-San Sebastián, PR MSA","Añasco Municipio",29261,"PR","Grocery Store",1
2302746790,794,559,670,1081,1150,27,23,46790,"Waldo County","NCNTY23027N23027","Waldo County, ME","Montville town",1032,"ME","Supermarket Type2",0
5001779975,894,532,747,1113,1583,17,50,79975,"Orange County","NCNTY50017N50017","Orange County, VT","West Fairlee town",652,"VT","Supermarket Type1",0
1326599999,655,506,509,816,992,265,13,99999,"Taliaferro County","NCNTY13265N13265","Taliaferro County, GA","Taliaferro County",1717,"GA","Supermarket Type2",0
5000176075,925,717,780,1283,1550,1,50,76075,"Addison County","NCNTY50001N50001","Addison County, VT","Waltham town",486,"VT","Supermarket Type1",0
3003999999,746,545,551,929,1183,39,30,99999,"Granite County","NCNTY30039N30039","Granite County, MT","Granite County",3079,"MT","Supermarket Type1",1
3711599999,857,510,723,1100,1426,115,37,99999,"Madison County","METRO11700M11700","Asheville, NC HUD Metro FMR Area","Madison County",20764,"NC","Supermarket Type1",1
1816199999,654,427,552,964,1158,161,18,99999,"Union County","NCNTY18161N18161","Union County, IN","Union County",7516,"IN","Grocery Store",1
1319199999,701,515,518,873,982,191,13,99999,"McIntosh County","METRO15260M15260","Brunswick, GA MSA","McIntosh County",14333,"GA","Supermarket Type1",1
1606599999,660,511,514,973,1169,65,16,99999,"Madison County","NCNTY16065N16065","Madison County, ID","Madison County",37536,"ID","Supermarket Type1",1
5401199999,638,380,519,843,1035,11,54,99999,"Cabell County","METRO26580M26580","Huntington-Ashland, WV-KY-OH MSA","Cabell County",96319,"WV","Supermarket Type1",1
5404799999,628,507,530,797,886,47,54,99999,"McDowell County","NCNTY54047N54047","McDowell County, WV","McDowell County",22113,"WV","Grocery Store",0
4208999999,952,614,728,1322,1451,89,42,99999,"Monroe County","NCNTY42089N42089","Monroe County, PA","Monroe County",169842,"PA","Grocery Store",0
4014599999,783,494,601,1062,1183,145,40,99999,"Wagoner County","METRO46140M46140","Tulsa, OK HUD Metro FMR Area","Wagoner County",73085,"OK","Supermarket Type1",1
2502731435,816,531,688,1058,1445,27,25,31435,"Worcester County","METRO49340N25027","Western Worcester County, MA HUD Metro FMR Area","Hubbardston town",4382,"MA","Supermarket Type1",1
3706199999,632,499,502,787,923,61,37,99999,"Duplin County","NCNTY37061N37061","Duplin County, NC","Duplin County",58505,"NC","Supermarket Type1",0
2301365130,922,743,748,1182,1232,13,23,65130,"Knox County","NCNTY23013N23013","Knox County, ME","St. George town",2591,"ME","Supermarket Type1",0
1810799999,685,421,507,960,977,107,18,99999,"Montgomery County","NCNTY18107N18107","Montgomery County, IN","Montgomery County",38124,"IN","Grocery Store",0
2500943580,1494,1071,1196,1861,2023,9,25,43580,"Essex County","METRO14460MM1120","Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area","Nahant town",3410,"MA","Supermarket Type1",1
5108799999,993,797,838,1306,1582,87,51,99999,"Henrico County","METRO40060M40060","Richmond, VA HUD Metro FMR Area","Henrico County",306935,"VA","Supermarket Type1",0
2005799999,676,508,544,861,1041,57,20,99999,"Ford County","NCNTY20057N20057","Ford County, KS","Ford County",33848,"KS","Supermarket Type1",0
3808399999,600,485,494,836,839,83,38,99999,"Sheridan County","NCNTY38083N38083","Sheridan County, ND","Sheridan County",1321,"ND","Supermarket Type1",0
2301124670,766,518,599,961,1024,11,23,24670,"Kennebec County","NCNTY23011N23011","Kennebec County, ME","Farmingdale town",2956,"ME","Supermarket Type2",0
1800399999,687,490,538,884,1002,3,18,99999,"Allen County","METRO23060M23060","Fort Wayne, IN MSA","Allen County",355329,"IN","Supermarket Type1",1
2302957082,681,520,572,868,1053,29,23,57082,"Washington County","NCNTY23029N23029","Washington County, ME","Passamaquoddy Indian Township Reservation",718,"ME","Grocery Store",0
3806999999,600,485,506,884,887,69,38,99999,"Pierce County","NCNTY38069N38069","Pierce County, ND","Pierce County",4357,"ND","Supermarket Type1",0
4707399999,658,461,511,861,974,73,47,99999,"Hawkins County","METRO28700M28700","Kingsport-Bristol-Bristol, TN-VA MSA","Hawkins County",56833,"TN","Supermarket Type1",1
2707599999,733,461,542,1041,1067,75,27,99999,"Lake County","NCNTY27075N27075","Lake County, MN","Lake County",10866,"MN","Supermarket Type1",0
900133620,1943,1291,1564,2420,3010,1,9,33620,"Fairfield County","METRO14860MM8040","Stamford-Norwalk, CT HUD Metro FMR Area","Greenwich town",61171,"CT","Supermarket Type1",1
2300566775,932,559,703,1333,1588,5,23,66775,"Cumberland County","METRO38860N23005","Cumberland County, ME (part) HUD Metro FMR Area","Sebago town",1719,"ME","Supermarket Type1",1
7201999999,420,314,350,519,570,19,72,99999,"Barranquitas Municipio","METRO41980N72923","Barranquitas-Aibonito-Quebradillas, PR HUD Metro FMR Area","Barranquitas Municipio",30318,"PR","Supermarket Type1",1
1317599999,586,473,494,811,814,175,13,99999,"Laurens County","NCNTY13175N13175","Laurens County, GA","Laurens County",48434,"GA","Supermarket Type1",0
3300725140,709,573,598,946,1134,7,33,25140,"Coos County","NCNTY33007N33007","Coos County, NH","Errol town",291,"NH","Supermarket Type1",0
3300573700,1048,662,794,1305,1707,5,33,73700,"Cheshire County","NCNTY33005N33005","Cheshire County, NH","Stoddard town",1232,"NH","Supermarket Type1",0
2710999999,877,600,651,1175,1553,109,27,99999,"Olmsted County","METRO40340M40340","Rochester, MN HUD Metro FMR Area","Olmsted County",144248,"MN","Supermarket Type2",1
4808799999,664,470,516,978,982,87,48,99999,"Collingsworth County","NCNTY48087N48087","Collingsworth County, TX","Collingsworth County",3057,"TX","Supermarket Type1",0
2106199999,659,484,499,837,1012,61,21,99999,"Edmonson County","METRO14540M14540","Bowling Green, KY MSA","Edmonson County",12161,"KY","Supermarket Type1",1
2502741165,1076,700,795,1340,1438,27,25,41165,"Worcester County","METRO49340MM1120","Eastern Worcester County, MA HUD Metro FMR Area","Milford town",27999,"MA","Supermarket Type1",1
2502782000,1036,674,823,1290,1411,27,25,82000,"Worcester County","METRO49340M49340","Worcester, MA HUD Metro FMR Area","Worcester city",181045,"MA","Supermarket Type1",1
1202399999,747,480,620,1101,1323,23,12,99999,"Columbia County","NCNTY12023N12023","Columbia County, FL","Columbia County",67531,"FL","Supermarket Type1",0
1902599999,593,402,454,803,806,25,19,99999,"Calhoun County","NCNTY19025N19025","Calhoun County, IA","Calhoun County",9670,"IA","Supermarket Type1",0
900761800,1144,732,918,1425,1655,7,9,61800,"Middlesex County","METRO25540M25540","Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area","Portland town",9508,"CT","Supermarket Type1",1
602599999,748,476,579,1102,1325,25,6,99999,"Imperial County","METRO20940M20940","El Centro, CA MSA","Imperial County",174528,"CA","Supermarket Type3",1
1311999999,586,430,433,804,1038,119,13,99999,"Franklin County","NCNTY13119N13119","Franklin County, GA","Franklin County",22084,"GA","Supermarket Type1",0
2813799999,713,523,527,888,1233,137,28,99999,"Tate County","METRO32820N28137","Tate County, MS HUD Metro FMR Area","Tate County",28886,"MS","Grocery Store",1
5509199999,643,408,542,948,951,91,55,99999,"Pepin County","NCNTY55091N55091","Pepin County, WI","Pepin County",7469,"WI","Supermarket Type1",0
4213399999,827,492,624,1069,1141,133,42,99999,"York County","METRO49620M49620","York-Hanover, PA MSA","York County",434972,"PA","Supermarket Type1",1
811399999,1284,812,1049,1866,2220,113,8,99999,"San Miguel County","NCNTY08113N08113","San Miguel County, CO","San Miguel County",7359,"CO","Grocery Store",1
2302900380,681,520,572,868,1053,29,23,380,"Washington County","NCNTY23029N23029","Washington County, ME","Addison town",1266,"ME","Supermarket Type1",0
